дата;wiki id;page id;имя;профессия;ссылка
1900-01-01;Q76009886;75496729;Озеров, Михаил Яковлевич;;https://ru.wikipedia.org/wiki/Озеров,_Михаил_Яковлевич
1900-01-01;Q85992247;85258475;Загоруйко, Сергей Абрамович;;https://ru.wikipedia.org/wiki/Загоруйко,_Сергей_Абрамович
1900-01-01;Q89517699;88732805;Иоанн (Дьякумакис);греческий митрополит Варненский;https://ru.wikipedia.org/wiki/Иоанн_(Дьякумакис)
1900-01-01;Q93979254;93029222;Шмелёв, Михаил Петрович;;https://ru.wikipedia.org/wiki/Шмелёв,_Михаил_Петрович
1900-01-01;Q21153228;23200585;Сакриер, Иван Филимонович;;https://ru.wikipedia.org/wiki/Сакриер,_Иван_Филимонович
1900-01-01;Q21534969;23577242;Ромм, Эммануил Ильич;;https://ru.wikipedia.org/wiki/Ромм,_Эммануил_Ильич
1900-01-01;Q22283644;24311000;Жеребцов, Борис Иннокентьевич;;https://ru.wikipedia.org/wiki/Жеребцов,_Борис_Иннокентьевич
1900-01-01;Q23656176;25663508;Герц Лурье;;https://ru.wikipedia.org/wiki/Герц_Лурье
1900-01-01;Q24009940;26002960;Ивченко, Михаил Митрофанович;;https://ru.wikipedia.org/wiki/Ивченко,_Михаил_Митрофанович
1900-01-01;Q24009946;26002966;Афанасьева, Анна Степановна;;https://ru.wikipedia.org/wiki/Афанасьева,_Анна_Степановна
1900-01-01;Q24350906;26322316;Бас-Дубов, Александр Самойлович;;https://ru.wikipedia.org/wiki/Бас-Дубов,_Александр_Самойлович
1900-01-01;Q24698883;26662536;Яков Евсевич Рубинштйн;экономист, коллекционер живописи и графики;https://ru.wikipedia.org/wiki/Яков_Евсевич_Рубинштйн
1900-01-01;Q24846630;26807418;Валаев, Рустем Георгиевич;;https://ru.wikipedia.org/wiki/Валаев,_Рустем_Георгиевич
1900-01-01;Q26972851;28859323;Грачёв, Андрей Дмитриевич;советский инженер-ракетостроитель;https://ru.wikipedia.org/wiki/Грачёв,_Андрей_Дмитриевич
1900-01-01;Q27506051;29228131;Вялов, Константин Александрович;советский художник;https://ru.wikipedia.org/wiki/Вялов,_Константин_Александрович
1900-01-01;Q16434728;18062227;Боровых, Андрей Иванович;;https://ru.wikipedia.org/wiki/Боровых,_Андрей_Иванович
1900-01-01;Q16664502;18270918;Любовь Михайловна Козинцова;советский живописец и график;https://ru.wikipedia.org/wiki/Любовь_Михайловна_Козинцова
1900-01-01;Q16673942;18280050;Малышев, Фёдор Петрович;;https://ru.wikipedia.org/wiki/Малышев,_Фёдор_Петрович
1900-01-01;Q16983235;18587304;Томас Ханна;американский архитектор;https://ru.wikipedia.org/wiki/Томас_Ханна
1900-01-01;Q17217624;18813040;Тэдзука, Ютака;Japanese photographer (1900-1986);https://ru.wikipedia.org/wiki/Тэдзука,_Ютака
1900-01-01;Q18237063;19766100;Буткевич, Александр Яковлевич;советский политический деятель;https://ru.wikipedia.org/wiki/Буткевич,_Александр_Яковлевич
1900-01-01;Q18237529;19766575;Владычина, Галина Леонидовна;;https://ru.wikipedia.org/wiki/Владычина,_Галина_Леонидовна
1900-01-01;Q18274729;19803919;Мещанов, Павел Самсонович;;https://ru.wikipedia.org/wiki/Мещанов,_Павел_Самсонович
1900-01-01;Q18280057;19809482;Шадский, Александр Саввич;;https://ru.wikipedia.org/wiki/Шадский,_Александр_Саввич
1900-01-01;Q18548768;20083677;Фёдор Яковлевич Тутушкин;генерал-лейтенант Республики Молдова, министр внутренних дел при Правительстве Республике Молдова;https://ru.wikipedia.org/wiki/Фёдор_Яковлевич_Тутушкин
1900-01-01;Q8185024;8137159;Янссенс, Жан;Belgian bicycle racer;https://ru.wikipedia.org/wiki/Янссенс,_Жан
1900-01-01;Q9310311;9415312;Ричард Палмер;British track cyclist;https://ru.wikipedia.org/wiki/Ричард_Палмер
1900-01-01;Q9334808;9440384;Марроче, Себастьян;уругвайский футболист;https://ru.wikipedia.org/wiki/Марроче,_Себастьян
1900-01-01;Q11357489;12495412;Санъютэи, Энсё;Japanese rakugoka;https://ru.wikipedia.org/wiki/Санъютэи,_Энсё
1900-01-01;Q11395071;12533647;Томикура, Токудзиро;Japanese teacher;https://ru.wikipedia.org/wiki/Томикура,_Токудзиро
1900-01-01;Q11413565;12552276;Ёсида, Горо;;https://ru.wikipedia.org/wiki/Ёсида,_Горо
1900-01-01;Q11451337;12590841;Андо, Нарароку;;https://ru.wikipedia.org/wiki/Андо,_Нарароку
1900-01-01;Q11543937;12683875;Хасимото, Тэцуро;painter (1900-1959);https://ru.wikipedia.org/wiki/Хасимото,_Тэцуро
1900-01-01;Q11618224;12758622;Кусанаги, Масао;Japanese philosopher;https://ru.wikipedia.org/wiki/Кусанаги,_Масао
1900-01-01;Q11671420;12811503;Такахаси, Ватару;;https://ru.wikipedia.org/wiki/Такахаси,_Ватару
1900-01-01;Q39385602;40740646;Павел Петрович Бабкевич;;https://ru.wikipedia.org/wiki/Павел_Петрович_Бабкевич
1900-01-01;Q42304297;43586609;Уранов, Владимир Иванович;;https://ru.wikipedia.org/wiki/Уранов,_Владимир_Иванович
1900-01-01;Q43135492;44372723;Николай Петрович Прусаков;;https://ru.wikipedia.org/wiki/Николай_Петрович_Прусаков
1900-01-01;Q44055142;45256520;Струц, Василий Никифорович;советский хозяйственный и партийный деятель;https://ru.wikipedia.org/wiki/Струц,_Василий_Никифорович
1900-01-01;Q47488838;48532267;Джон Фарлоу;персонаж романа Владимира Набокова «Лолита»;https://ru.wikipedia.org/wiki/Джон_Фарлоу
1900-01-01;Q48955108;49969934;Гольдштейн, Моисей Абрамович;;https://ru.wikipedia.org/wiki/Гольдштейн,_Моисей_Абрамович
1900-01-01;Q54824497;54923691;Каллиала, Каарло;Finnish judge;https://ru.wikipedia.org/wiki/Каллиала,_Каарло
1900-01-01;Q54964332;55050971;Вяткин Григорий Матвеевич;Soviet politician;https://ru.wikipedia.org/wiki/Вяткин_Григорий_Матвеевич
1900-01-01;Q54989414;55073344;Элен-Маргерит Банро;французская и болгарская писательница;https://ru.wikipedia.org/wiki/Элен-Маргерит_Банро
1900-01-01;Q55102517;55172959;Иваненко, Николай Васильевич;;https://ru.wikipedia.org/wiki/Иваненко,_Николай_Васильевич
1900-01-01;Q28500869;30195184;Прокопий Григорьевич Чернышёв;;https://ru.wikipedia.org/wiki/Прокопий_Григорьевич_Чернышёв
1900-01-01;Q28748127;30407131;Ксавье Жирар;French architect;https://ru.wikipedia.org/wiki/Ксавье_Жирар
1900-01-01;Q29634417;31280104;Альфредо Эчегарай;Spanish architect;https://ru.wikipedia.org/wiki/Альфредо_Эчегарай
1900-01-01;Q30346624;31958340;Садыкджан Балтабаев;;https://ru.wikipedia.org/wiki/Садыкджан_Балтабаев
1900-01-01;Q30609379;32220058;Мир Саид Бег I;;https://ru.wikipedia.org/wiki/Мир_Саид_Бег_I
1900-01-01;Q39082406;40440931;Калачёв, Владимир Родионович;;https://ru.wikipedia.org/wiki/Калачёв,_Владимир_Родионович
1900-01-01;Q39083712;40442236;Кузнецов, Иван Матвеевич;;https://ru.wikipedia.org/wiki/Кузнецов,_Иван_Матвеевич
1900-01-01;Q43430428;44646909;Шкицкий, Дмитрий Андреевич;;https://ru.wikipedia.org/wiki/Шкицкий,_Дмитрий_Андреевич
1900-01-01;Q43650819;44861870;Доктор Джекилл;вымышленный персонаж;https://ru.wikipedia.org/wiki/Доктор_Джекилл
1900-01-01;Q19586088;21186970;Дэвид Мюррэй;British politician;https://ru.wikipedia.org/wiki/Дэвид_Мюррэй
1900-01-01;Q20606697;22354268;Узбеков, Шагибек;politician;https://ru.wikipedia.org/wiki/Узбеков,_Шагибек
1900-01-01;Q20628959;22376485;Сатыбалдиев, Алтымыш;;https://ru.wikipedia.org/wiki/Сатыбалдиев,_Алтымыш
1900-01-01;Q21094466;23141693;Гринцер, Илья Моисеевич;;https://ru.wikipedia.org/wiki/Гринцер,_Илья_Моисеевич
1900-01-01;Q21096538;23143757;Дегтярёв, Яков Степанович;;https://ru.wikipedia.org/wiki/Дегтярёв,_Яков_Степанович
1900-01-01;Q21499535;23544441;Леонард Цибульский;;https://ru.wikipedia.org/wiki/Леонард_Цибульский
1900-01-01;Q97200632;95641252;Власов, Иван Иванович;;https://ru.wikipedia.org/wiki/Власов,_Иван_Иванович
1900-01-01;Q97821599;96173541;Цветков, Григорий Михайлович;;https://ru.wikipedia.org/wiki/Цветков,_Григорий_Михайлович
1900-01-01;Q12077628;13297613;Александрова, Людмила Владимировна;украинский композитор, музыкальный педагог;https://ru.wikipedia.org/wiki/Александрова,_Людмила_Владимировна
1900-01-01;Q12280761;13493269;Иван Афанасьевич Булгаков;Bulgarian association football player;https://ru.wikipedia.org/wiki/Иван_Афанасьевич_Булгаков
1900-01-01;Q12403608;13643655;Михаэли, Ури;;https://ru.wikipedia.org/wiki/Михаэли,_Ури
1900-01-01;Q12568970;13853593;Нурмухамедов, Хасен Нурмухамедович;;https://ru.wikipedia.org/wiki/Нурмухамедов,_Хасен_Нурмухамедович
1900-01-01;Q12873935;14308707;Апостолос Трикупис;;https://ru.wikipedia.org/wiki/Апостолос_Трикупис
1900-01-01;Q13103234;14645941;Жан Лакафф;люксембургский гимнаст;https://ru.wikipedia.org/wiki/Жан_Лакафф
1900-01-01;Q13165906;14749497;Алимов, Сали;;https://ru.wikipedia.org/wiki/Алимов,_Сали
1900-01-01;Q13218961;14834504;Миттлер, Людвиг;ботаник;https://ru.wikipedia.org/wiki/Миттлер,_Людвиг
1900-01-01;Q14948726;16617021;Яшен Хуан;American academic;https://ru.wikipedia.org/wiki/Яшен_Хуан
1900-01-01;Q15069643;16734349;Коссой, Авраам Иосифович;;https://ru.wikipedia.org/wiki/Коссой,_Авраам_Иосифович
1900-01-01;Q15072597;16736841;Митрофанов, Михаил Михайлович;;https://ru.wikipedia.org/wiki/Митрофанов,_Михаил_Михайлович
1900-01-01;Q15210185;16860577;Орловский, Валентин Викентьевич;;https://ru.wikipedia.org/wiki/Орловский,_Валентин_Викентьевич
1900-01-01;Q15686367;17321954;Созруко Кулаев;Soviet writer (1900-1938);https://ru.wikipedia.org/wiki/Созруко_Кулаев
1900-01-01;Q60825307;60680487;Белоцерковский, Наум Овсеевич;;https://ru.wikipedia.org/wiki/Белоцерковский,_Наум_Овсеевич
1900-01-01;Q60830723;60685906;Курбанов, Макс Каримович;Советско-таджикский государственный деятель;https://ru.wikipedia.org/wiki/Курбанов,_Макс_Каримович
1900-01-01;Q60834897;60690090;Осин, Николай Лаврентьевич;;https://ru.wikipedia.org/wiki/Осин,_Николай_Лаврентьевич
1900-01-01;Q61117245;60969791;Овчаренко, Анна Дмитриевна;Ukrainian Soviet activist, an innovator of agricultural production;https://ru.wikipedia.org/wiki/Овчаренко,_Анна_Дмитриевна
1900-01-01;Q61710226;61548579;Крейтан, Георгий Владимирович;грузинский советский поэт и редактор;https://ru.wikipedia.org/wiki/Крейтан,_Георгий_Владимирович
1900-01-01;Q63248270;62983922;Панайотис Ликурезос;;https://ru.wikipedia.org/wiki/Панайотис_Ликурезос
1900-01-01;Q47285936;48332303;Быченко, Георгий Степанович;советский учёный-историк, ректор Львовского университета;https://ru.wikipedia.org/wiki/Быченко,_Георгий_Степанович
1900-01-01;Q51669280;52583442;Аббас Мамед оглы Джафаров;;https://ru.wikipedia.org/wiki/Аббас_Мамед_оглы_Джафаров
1900-01-01;Q56869230;56785662;Григорий Константинович Баммель;советский философ, историк философии;https://ru.wikipedia.org/wiki/Григорий_Константинович_Баммель
1900-01-01;Q15782051;17413602;Альберт Петерс;;https://ru.wikipedia.org/wiki/Альберт_Петерс
1900-01-01;Q15793781;17422916;Сесил Уокер;Australian bicycle racer;https://ru.wikipedia.org/wiki/Сесил_Уокер
1900-01-01;Q15842751;17470611;Роберт Райт;American special effects artist;https://ru.wikipedia.org/wiki/Роберт_Райт
1900-01-01;Q16011535;17629030;Уильям Браун;English cricketer who played for Northamptonshire (1900-1986);https://ru.wikipedia.org/wiki/Уильям_Браун
1900-01-01;Q16465755;18088847;Поздняков, Николай Георгиевич;;https://ru.wikipedia.org/wiki/Поздняков,_Николай_Георгиевич
1900-01-01;Q16527463;18148913;Зумберов, Александр Михайлович;;https://ru.wikipedia.org/wiki/Зумберов,_Александр_Михайлович
1900-01-01;Q16652668;18259484;Александр Заварзин;Russian architect (1900-1980);https://ru.wikipedia.org/wiki/Александр_Заварзин
1900-01-01;Q16663025;18269496;Кейплз, Джон;;https://ru.wikipedia.org/wiki/Кейплз,_Джон
1900-01-01;Q16698656;18303836;Василий Дядинюк;украинский художник и график;https://ru.wikipedia.org/wiki/Василий_Дядинюк
1900-01-01;Q18043752;19577751;Тен Ен Хва;;https://ru.wikipedia.org/wiki/Тен_Ен_Хва
1900-01-01;Q24573301;26539129;Нечаев, Марк Александрович;Нечаев, Марк Александрович;https://ru.wikipedia.org/wiki/Нечаев,_Марк_Александрович
1900-01-01;Q24642112;26607217;Сухарев, Гирш Нохимович;;https://ru.wikipedia.org/wiki/Сухарев,_Гирш_Нохимович
1900-01-01;Q24846127;26806913;Константин Тимофеевич Топчий;украинский советский партийный деятель;https://ru.wikipedia.org/wiki/Константин_Тимофеевич_Топчий
1900-01-01;Q28054662;29757295;Энтони Джазвински;сценарист;https://ru.wikipedia.org/wiki/Энтони_Джазвински
1900-01-01;Q28739772;30398941;Анагностис Делияннис;Greek communist;https://ru.wikipedia.org/wiki/Анагностис_Делияннис
1900-01-01;Q30345147;31956874;Пётр Фёдорович Фёдоров;русский врач, стоматолог;https://ru.wikipedia.org/wiki/Пётр_Фёдорович_Фёдоров
1900-01-01;Q30346136;31957855;Фёдор Гаппоевич Коков;;https://ru.wikipedia.org/wiki/Фёдор_Гаппоевич_Коков
1900-01-01;Q30346189;31957908;Михаил Андреевич Карский;;https://ru.wikipedia.org/wiki/Михаил_Андреевич_Карский
1900-01-01;Q104814196;100231276;Анна Васильевна Балавенская;;https://ru.wikipedia.org/wiki/Анна_Васильевна_Балавенская
1900-01-01;Q105756153;101116685;Лидия Платоновна Перепрыгина;мать незаконного сына Иосифа Сталина;https://ru.wikipedia.org/wiki/Лидия_Платоновна_Перепрыгина
1900-01-01;Q108649623;103878868;Григорий Исаакович Киш;;https://ru.wikipedia.org/wiki/Григорий_Исаакович_Киш
1900-01-01;Q124006;126204;Макс Кристиансен-Клаузен;советский разведчик, немецкий коммунист;https://ru.wikipedia.org/wiki/Макс_Кристиансен-Клаузен
1900-01-01;Q141951;143608;Люшков, Генрих Самойлович;Soviet defector (1900-1945);https://ru.wikipedia.org/wiki/Люшков,_Генрих_Самойлович
1900-01-01;Q205051;201403;Хаса бинт Ахмад аль-Судайри;Wife of King Abdulaziz;https://ru.wikipedia.org/wiki/Хаса_бинт_Ахмад_аль-Судайри
1900-01-01;Q275062;266030;Дрюа, Эмиль;Belgian archer;https://ru.wikipedia.org/wiki/Дрюа,_Эмиль
1900-01-01;Q338212;324093;Сьёстедт, Мария-Луиза;French Celticist;https://ru.wikipedia.org/wiki/Сьёстедт,_Мария-Луиза
1900-01-01;Q343611;329074;Константинидис, Аристидис;Greek racing cyclist;https://ru.wikipedia.org/wiki/Константинидис,_Аристидис
1900-01-01;Q481473;453512;Николай Васильевич Томский;советский скульптор и педагог (1900-1984);https://ru.wikipedia.org/wiki/Николай_Васильевич_Томский
1900-01-01;Q506281;476033;Мейстрик, Карл;Austrian figure skater;https://ru.wikipedia.org/wiki/Мейстрик,_Карл
1900-01-01;Q551499;519651;Исидзака, Ёдзиро;Japanese writer;https://ru.wikipedia.org/wiki/Исидзака,_Ёдзиро
1900-01-01;Q18244100;19773271;Корытов, Виктор Александрович;;https://ru.wikipedia.org/wiki/Корытов,_Виктор_Александрович
1900-01-01;Q18543251;20078244;Агеев, Александр Владимирович;;https://ru.wikipedia.org/wiki/Агеев,_Александр_Владимирович
1900-01-01;Q18590427;20122806;Орлов, Павел Александрович;;https://ru.wikipedia.org/wiki/Орлов,_Павел_Александрович
1900-01-01;Q18634037;20165023;Ануфриенко, Василий Никифорович;;https://ru.wikipedia.org/wiki/Ануфриенко,_Василий_Никифорович
1900-01-01;Q19804701;21406856;Эррон Блэк;персонаж Mortal Kombat;https://ru.wikipedia.org/wiki/Эррон_Блэк
1900-01-01;Q19828020;21430008;Джейн Пирсон;French actress;https://ru.wikipedia.org/wiki/Джейн_Пирсон
1900-01-01;Q19844295;21445754;Антонио Васкес;association football player;https://ru.wikipedia.org/wiki/Антонио_Васкес
1900-01-01;Q19915427;21557776;Шолкович, Борис Михайлович;;https://ru.wikipedia.org/wiki/Шолкович,_Борис_Михайлович
1900-01-01;Q21131942;23179289;Эльцин, Виктор Борисович;politician;https://ru.wikipedia.org/wiki/Эльцин,_Виктор_Борисович
1900-01-01;Q21153239;23200596;Сакарелос, Димитрис;Greek politician;https://ru.wikipedia.org/wiki/Сакарелос,_Димитрис
1900-01-01;Q21182643;23229776;Константин Афиногенович Стародубровский;советский инженер;https://ru.wikipedia.org/wiki/Константин_Афиногенович_Стародубровский
1900-01-01;Q65149689;64789861;Петрученя, Александр Иванович;;https://ru.wikipedia.org/wiki/Петрученя,_Александр_Иванович
1900-01-01;Q70251603;69909593;Бежко, Пётр Максимович;;https://ru.wikipedia.org/wiki/Бежко,_Пётр_Максимович
1900-01-01;Q71164355;70825162;Ахмедов, Мирза Саидович;Soviet politician;https://ru.wikipedia.org/wiki/Ахмедов,_Мирза_Саидович
1900-01-01;Q71164556;70825366;Кононенко, Пётр Павлович;;https://ru.wikipedia.org/wiki/Кононенко,_Пётр_Павлович
1900-01-01;Q60825654;60680835;Чернова, Зинаида Александровна;;https://ru.wikipedia.org/wiki/Чернова,_Зинаида_Александровна
1900-01-01;Q65947029;65576061;Батор Дабаин;советский государственный деятель;https://ru.wikipedia.org/wiki/Батор_Дабаин
1900-01-01;Q67675013;67345717;Иван Петрович Дейнис;белорусский педагог и краевед;https://ru.wikipedia.org/wiki/Иван_Петрович_Дейнис
1900-01-01;Q31195845;32804616;Степан Абалян;;https://ru.wikipedia.org/wiki/Степан_Абалян
1900-01-01;Q43426077;44642670;Сергеев, Павел Никонорович;;https://ru.wikipedia.org/wiki/Сергеев,_Павел_Никонорович
1900-01-01;Q43430259;44646747;Калин, Николай Григорьевич;;https://ru.wikipedia.org/wiki/Калин,_Николай_Григорьевич
1900-01-01;Q47452843;48497006;Берта Ивановна Корсунская;chess player;https://ru.wikipedia.org/wiki/Берта_Ивановна_Корсунская
1900-01-01;Q47487054;48530565;Виталий Блох;искусствовед, коллекционер и арт-дилер; советник аукционных домов Muehlmann, Goepel;https://ru.wikipedia.org/wiki/Виталий_Блох
1900-01-01;Q21534958;23577231;Рымарь, Николай Фёдорович;;https://ru.wikipedia.org/wiki/Рымарь,_Николай_Фёдорович
1900-01-01;Q21645656;23686304;Чистовская, Лидия Яковлевна;Soviet journalist, editor of the newspaper Taganrogskaya Pravda .;https://ru.wikipedia.org/wiki/Чистовская,_Лидия_Яковлевна
1900-01-01;Q24846207;26806993;Курочкин, Василий Васильевич;;https://ru.wikipedia.org/wiki/Курочкин,_Василий_Васильевич
1900-01-01;Q25526843;27479625;Айдар Алтаев;;https://ru.wikipedia.org/wiki/Айдар_Алтаев
1900-01-01;Q25580352;27532974;Иван Яковлевич Козлов;;https://ru.wikipedia.org/wiki/Иван_Яковлевич_Козлов
1900-01-01;Q25879183;27832159;Уолт Ллойд;Кинооператор;https://ru.wikipedia.org/wiki/Уолт_Ллойд
1900-01-01;Q685428;645803;Гуггенхайм, Вилли;Swiss painter (1900-1977);https://ru.wikipedia.org/wiki/Гуггенхайм,_Вилли
1900-01-01;Q698368;657526;Чэнь Лифу;Chinese politician (1900-2001);https://ru.wikipedia.org/wiki/Чэнь_Лифу
1900-01-01;Q825141;777947;Дюсков, Вилли;German rower;https://ru.wikipedia.org/wiki/Дюсков,_Вилли
1900-01-01;Q886462;837476;Монпуан;Haitian politician (1900-1905);https://ru.wikipedia.org/wiki/Монпуан
1900-01-01;Q964456;914204;Рубен Харамильо;мексиканский революционер и политик;https://ru.wikipedia.org/wiki/Рубен_Харамильо
1900-01-01;Q1051111;1000102;Судьба;fictional character in the X-Men universe;https://ru.wikipedia.org/wiki/Судьба
1900-01-01;Q1078240;1026494;Сабо, Кристина фон;Austrian figure skater;https://ru.wikipedia.org/wiki/Сабо,_Кристина_фон
1900-01-01;Q1207285;1149806;Ривабелла, Джузеппе;Italian shooter;https://ru.wikipedia.org/wiki/Ривабелла,_Джузеппе
1900-01-01;Q1394825;1333895;Розениус, Нильс;Swedish figure skater;https://ru.wikipedia.org/wiki/Розениус,_Нильс
1900-01-01;Q1506507;1443870;Захариадес, Георг;Austrian figure skater (1900-2000);https://ru.wikipedia.org/wiki/Захариадес,_Георг
1900-01-01;Q1810137;1741311;Нельсон, Уильям;American wrestler;https://ru.wikipedia.org/wiki/Нельсон,_Уильям
1900-01-01;Q1906345;1836286;Мария Меерсон;русская танцовщица и модель;https://ru.wikipedia.org/wiki/Мария_Меерсон
1900-01-01;Q2068095;1995336;Дамбадорж, Цэрэн-Очирын;Mongolian politician;https://ru.wikipedia.org/wiki/Дамбадорж,_Цэрэн-Очирын
1900-01-01;Q3179167;3036742;Джимми Уилсон;American sentenced to death;https://ru.wikipedia.org/wiki/Джимми_Уилсон
1900-01-01;Q75960456;75447575;Лев Генрихович Виттгенштейн;(1900-1974);https://ru.wikipedia.org/wiki/Лев_Генрихович_Виттгенштейн
1900-01-01;Q84720730;84020329;Костин, Николай Васильевич;;https://ru.wikipedia.org/wiki/Костин,_Николай_Васильевич
1900-01-01;Q84722486;84022416;Барышников, Владимир Яковлевич;;https://ru.wikipedia.org/wiki/Барышников,_Владимир_Яковлевич
1900-01-01;Q87462793;86693225;Березовская, Софья Герасимовна;Soviet jurist;https://ru.wikipedia.org/wiki/Березовская,_Софья_Герасимовна
1900-01-01;Q52085337;52967886;Застава, Семён Андреевич;;https://ru.wikipedia.org/wiki/Застава,_Семён_Андреевич
1900-01-01;Q55103039;55173471;Мехралиев, Мурсал Мехрали оглы;;https://ru.wikipedia.org/wiki/Мехралиев,_Мурсал_Мехрали_оглы
1900-01-01;Q60826574;60681759;Самарцева, Анна Георгиевна;;https://ru.wikipedia.org/wiki/Самарцева,_Анна_Георгиевна
1900-01-01;Q60838342;60693528;Осипов, Дмитрий Александрович;;https://ru.wikipedia.org/wiki/Осипов,_Дмитрий_Александрович
1900-01-01;Q89128253;88352714;Оваким Хондкарян;;https://ru.wikipedia.org/wiki/Оваким_Хондкарян
1900-01-01;Q90844190;90037623;Тируи Тер-Нагапетян;армянская художница;https://ru.wikipedia.org/wiki/Тируи_Тер-Нагапетян
1900-01-01;Q93875366;92937886;Абдулла Сейдаметович Дагджи;советский подпольщик;https://ru.wikipedia.org/wiki/Абдулла_Сейдаметович_Дагджи
1900-01-01;Q28359371;30056502;Шувалов, Иван Григорьевич;;https://ru.wikipedia.org/wiki/Шувалов,_Иван_Григорьевич
1900-01-01;Q28500410;30194727;Анатолий Ильич Розенблюм;;https://ru.wikipedia.org/wiki/Анатолий_Ильич_Розенблюм
1900-01-01;Q28972659;30632666;Джангирей Гильманович Амиров;политик;https://ru.wikipedia.org/wiki/Джангирей_Гильманович_Амиров
1900-01-01;Q29865545;31492721;Ишу Ортабаевич Черкесов;;https://ru.wikipedia.org/wiki/Ишу_Ортабаевич_Черкесов
1900-01-01;Q29935649;31552974;Цыбиков, Доржи Санжеевич;;https://ru.wikipedia.org/wiki/Цыбиков,_Доржи_Санжеевич
1900-01-01;Q30345765;31957487;Иосиф Самойлович Познанский;;https://ru.wikipedia.org/wiki/Иосиф_Самойлович_Познанский
1900-01-01;Q30345766;31957488;Николай Георгиевич Поздняков;;https://ru.wikipedia.org/wiki/Николай_Георгиевич_Поздняков
1900-01-01;Q37824016;39195495;Хдрян, Азнив Карапетовна;;https://ru.wikipedia.org/wiki/Хдрян,_Азнив_Карапетовна
1900-01-01;Q39083943;40442467;Денисов, Константин Емельянович;;https://ru.wikipedia.org/wiki/Денисов,_Константин_Емельянович
1900-01-01;Q39392002;40746985;Александра Андреевна Волошинова;педагог, советская подпольщица;https://ru.wikipedia.org/wiki/Александра_Андреевна_Волошинова
1900-01-01;Q42296073;43578547;Кузнецов, Иван Степанович;;https://ru.wikipedia.org/wiki/Кузнецов,_Иван_Степанович
1900-01-01;Q3434998;3272429;Мартин, Альберт;Scottish sailor;https://ru.wikipedia.org/wiki/Мартин,_Альберт
1900-01-01;Q3736856;3562266;Тоньола, Хосе;Uruguayan association football player;https://ru.wikipedia.org/wiki/Тоньола,_Хосе
1900-01-01;Q4058827;3867756;Айзенштадт-Железнов, Михаил Константинович;;https://ru.wikipedia.org/wiki/Айзенштадт-Железнов,_Михаил_Константинович
1900-01-01;Q4059879;3868771;Аксельрод, Григорий Семёнович;;https://ru.wikipedia.org/wiki/Аксельрод,_Григорий_Семёнович
1900-01-01;Q4074971;3883506;Бадмаев, Михаил Васильевич;;https://ru.wikipedia.org/wiki/Бадмаев,_Михаил_Васильевич
1900-01-01;Q4175678;3983830;Енов-Ходорковский, Иона Самойлович;;https://ru.wikipedia.org/wiki/Енов-Ходорковский,_Иона_Самойлович
1900-01-01;Q4181655;3990016;Жупанчич, Векослав;Croatian football player (1900-1971);https://ru.wikipedia.org/wiki/Жупанчич,_Векослав
1900-01-01;Q4223624;4033097;Станислава Ивановна Климашевская;владелец фотоателье в Астрахани в конце XIX — начале XX века;https://ru.wikipedia.org/wiki/Станислава_Ивановна_Климашевская
1900-01-01;Q4224858;4034319;Княжецкая, Екатерина Андреевна;;https://ru.wikipedia.org/wiki/Княжецкая,_Екатерина_Андреевна
1900-01-01;Q4228646;4038081;Колпаков, Григорий Григорьевич;;https://ru.wikipedia.org/wiki/Колпаков,_Григорий_Григорьевич
1900-01-01;Q4295306;4105646;Минц, Израиль Борисович;израильский журналист и общественный деятель;https://ru.wikipedia.org/wiki/Минц,_Израиль_Борисович
1900-01-01;Q4317848;4126980;Нестлер, Герхард;;https://ru.wikipedia.org/wiki/Нестлер,_Герхард
1900-01-01;Q4408252;4210364;Сараджев, Константин Константинович;Russian musician;https://ru.wikipedia.org/wiki/Сараджев,_Константин_Константинович
1900-01-01;Q4422027;4223293;Скобцов, Иван Михайлович;русский оперный певец;https://ru.wikipedia.org/wiki/Скобцов,_Иван_Михайлович
1900-01-01;Q4442626;4242083;Стинас, Агис;Greek 20th century revolutionary; first a communist, then a trotskist, and an anarchist at the end of his life;https://ru.wikipedia.org/wiki/Стинас,_Агис
1900-01-01;Q4498051;4293339;Хлебников, Юрий Константинович;;https://ru.wikipedia.org/wiki/Хлебников,_Юрий_Константинович
1900-01-01;Q4501958;4296968;Хрящев, Андрей Алексеевич;;https://ru.wikipedia.org/wiki/Хрящев,_Андрей_Алексеевич
1900-01-01;Q4522684;4316582;Шеллер, Эбергард Фон;;https://ru.wikipedia.org/wiki/Шеллер,_Эбергард_Фон
1900-01-01;Q4799460;4586090;Лоу, Артур;British field hockey player;https://ru.wikipedia.org/wiki/Лоу,_Артур
1900-01-01;Q5110079;4883927;Кристиан Риверс;New Zealand film director;https://ru.wikipedia.org/wiki/Кристиан_Риверс
1900-01-01;Q5537498;5297703;Джордж Батлер;British cricketer (1900-1969);https://ru.wikipedia.org/wiki/Джордж_Батлер
1900-01-01;Q5702360;5466346;Хелен Гилмор;American actress;https://ru.wikipedia.org/wiki/Хелен_Гилмор
1900-01-01;Q43246394;44475598;Ольга Викторовна Кеппинг;мать Ксении Кеппинг, сестра митрополита Виктора;https://ru.wikipedia.org/wiki/Ольга_Викторовна_Кеппинг
