дата;wiki id;page id;имя;профессия;ссылка
1921-03-02;Q16088946;17707802;Льюис, Бренда;American operatic soprano;https://ru.wikipedia.org/wiki/Льюис,_Бренда
1921-03-02;Q36459081;37845006;Поль Бутелье;French official;https://ru.wikipedia.org/wiki/Поль_Бутелье
1921-03-02;Q383773;365136;Гурский, Казимеж;польский футболист;https://ru.wikipedia.org/wiki/Гурский,_Казимеж
1921-03-02;Q5112750;4886450;Кристофер Ллойд;gardener;https://ru.wikipedia.org/wiki/Кристофер_Ллойд
1921-03-02;Q12678439;14019334;Витаутас Микалаускас;Lithuanian film director;https://ru.wikipedia.org/wiki/Витаутас_Микалаускас
1921-03-02;Q20965643;23017485;Милутин Стеванович;;https://ru.wikipedia.org/wiki/Милутин_Стеванович
1921-03-02;Q4341779;4149131;Павловский, Фёдор Кириллович;;https://ru.wikipedia.org/wiki/Павловский,_Фёдор_Кириллович
1921-03-02;Q56812282;56733132;Ким Джондэ;;https://ru.wikipedia.org/wiki/Ким_Джондэ
1921-03-02;Q78767;81318;Хаас, Эрнст (фотограф);American photographer;https://ru.wikipedia.org/wiki/Хаас,_Эрнст_(фотограф)
1921-03-02;Q6092868;5882925;Музаффер Аслан;Turkish film director and producer;https://ru.wikipedia.org/wiki/Музаффер_Аслан
1921-03-02;Q15055453;16721934;Трой Мелтон;American actor (1921-1995);https://ru.wikipedia.org/wiki/Трой_Мелтон
1921-03-02;Q65146478;64786654;Меликулова, Угилой;;https://ru.wikipedia.org/wiki/Меликулова,_Угилой
1921-03-02;Q4075004;3883539;Бадум, Йохан;German flying ace;https://ru.wikipedia.org/wiki/Бадум,_Йохан
1921-03-02;Q4533155;4326062;Этчаменди, Вашингтон;Uruguayan association football manager (1921-1976);https://ru.wikipedia.org/wiki/Этчаменди,_Вашингтон
1921-03-02;Q97662164;96046062;Михин, Пётр Алексеевич;;https://ru.wikipedia.org/wiki/Михин,_Пётр_Алексеевич
1921-03-02;Q3028216;2895020;Кэндзи Мисуми;Japanese film director;https://ru.wikipedia.org/wiki/Кэндзи_Мисуми
1921-03-02;Q4479523;4277119;Ушаков, Иван Фёдорович;Russian local historian;https://ru.wikipedia.org/wiki/Ушаков,_Иван_Фёдорович
1921-03-02;Q11443632;12582801;Амано, Кимиёси;Japanese politician;https://ru.wikipedia.org/wiki/Амано,_Кимиёси
1921-03-02;Q12551859;13831277;Лидия Ивановна Гончарова;;https://ru.wikipedia.org/wiki/Лидия_Ивановна_Гончарова
1921-03-02;Q16558946;18178692;Гиго Масино;Italian actor;https://ru.wikipedia.org/wiki/Гиго_Масино
1921-03-03;Q4445919;4245072;Сулёв, Виктор Александрович;Герой Советского Союза;https://ru.wikipedia.org/wiki/Сулёв,_Виктор_Александрович
1921-03-03;Q5235557;5005252;Давид Джеймс;Welsh cricketer, born 1921;https://ru.wikipedia.org/wiki/Давид_Джеймс
1921-03-03;Q1586585;1522270;Гарри Каленберг;Austrian actor and voice actor;https://ru.wikipedia.org/wiki/Гарри_Каленберг
1921-03-03;Q2824948;2705566;Стеллин, Адоне;Italian association football player (1921-1996);https://ru.wikipedia.org/wiki/Стеллин,_Адоне
1921-03-03;Q444125;418982;Дайана Бэрримор;American actress (1921-1960);https://ru.wikipedia.org/wiki/Дайана_Бэрримор
1921-03-03;Q1452424;1390590;Фред Людвиг;немецкий актёр;https://ru.wikipedia.org/wiki/Фред_Людвиг
1921-03-03;Q3094172;2957010;Габи Агьен;французский модельер;https://ru.wikipedia.org/wiki/Габи_Агьен
1921-03-03;Q16447776;18072359;Махов, Николай Фёдорович;;https://ru.wikipedia.org/wiki/Махов,_Николай_Фёдорович
1921-03-03;Q27883073;29591746;Бордун, Анатолий Зиновьевич;советский военный лётчик;https://ru.wikipedia.org/wiki/Бордун,_Анатолий_Зиновьевич
1921-03-03;Q2002226;1930654;Андре Нёри;Swiss footballer (1921-2007);https://ru.wikipedia.org/wiki/Андре_Нёри
1921-03-03;Q15076820;16740290;Олейник, Пётр Александрович;;https://ru.wikipedia.org/wiki/Олейник,_Пётр_Александрович
1921-03-03;Q63033502;62817642;Нина Лагергрен;Swedish businessperson;https://ru.wikipedia.org/wiki/Нина_Лагергрен
1921-03-03;Q557008;524793;Поль Гимар;французский писатель;https://ru.wikipedia.org/wiki/Поль_Гимар
1921-03-03;Q5349184;5116093;Фукуи, Эйити;Manga artist;https://ru.wikipedia.org/wiki/Фукуи,_Эйити
1921-03-03;Q15065040;16729870;Воинков, Александр Михайлович;;https://ru.wikipedia.org/wiki/Воинков,_Александр_Михайлович
1921-03-03;Q3802287;3626073;Изабелла Кварантотти;Italian writer and playwright;https://ru.wikipedia.org/wiki/Изабелла_Кварантотти
1921-03-03;Q11451399;12590903;Андо, Хидэхару;Japanese teacher (1921-1998);https://ru.wikipedia.org/wiki/Андо,_Хидэхару
1921-03-03;Q6874126;6729231;Чангалович, Мирослав;Bosnian singer;https://ru.wikipedia.org/wiki/Чангалович,_Мирослав
1921-03-03;Q93430582;92536456;Иванова, Зинаида Михайловна;;https://ru.wikipedia.org/wiki/Иванова,_Зинаида_Михайловна
1921-03-04;Q5534819;5295161;Джеффри Пол;British bishop;https://ru.wikipedia.org/wiki/Джеффри_Пол
1921-03-04;Q11577843;12717788;Каинояма, Фукухито;;https://ru.wikipedia.org/wiki/Каинояма,_Фукухито
1921-03-04;Q12660302;13987016;Казимирас Виткус;Lithuanian actor;https://ru.wikipedia.org/wiki/Казимирас_Виткус
1921-03-04;Q465245;438807;Уолтер Кэмпбелл;австралийский юрист и политик, 21-й губернатор Квинсленда;https://ru.wikipedia.org/wiki/Уолтер_Кэмпбелл
1921-03-04;Q4107835;3915721;Верижников, Борис Сергеевич;Soviet teacher;https://ru.wikipedia.org/wiki/Верижников,_Борис_Сергеевич
1921-03-04;Q12139105;13356438;Пастухов, Геннадий Фёдорович;Матвей Рябышев - (2009 - 2021) - начинающий реп музыкант и видио блогер;https://ru.wikipedia.org/wiki/Пастухов,_Геннадий_Фёдорович
1921-03-04;Q4065400;3874162;Александр Васильевич Андреев;советский офицер;https://ru.wikipedia.org/wiki/Александр_Васильевич_Андреев
1921-03-04;Q4160215;3968271;Джероян, Георгий Ованесович;;https://ru.wikipedia.org/wiki/Джероян,_Георгий_Ованесович
1921-03-04;Q15088445;16751728;Пятяри, Иван Викторович;;https://ru.wikipedia.org/wiki/Пятяри,_Иван_Викторович
1921-03-04;Q96119743;94897082;Николай Григорьевич Лаврентьев;заслуженный машиностроитель РСФСР;https://ru.wikipedia.org/wiki/Николай_Григорьевич_Лаврентьев
1921-03-04;Q446064;420860;Гринвуд, Джоан;British actress (1921-1987);https://ru.wikipedia.org/wiki/Гринвуд,_Джоан
1921-03-04;Q11542014;12681949;Макиэда, Мотофуми;Japanese activist;https://ru.wikipedia.org/wiki/Макиэда,_Мотофуми
1921-03-05;Q2482206;2397214;Бустаманте, Хосе (1921);Bolivian footballer (born 1921);https://ru.wikipedia.org/wiki/Бустаманте,_Хосе_(1921)
1921-03-05;Q3435863;3273244;Роберт Мартель;;https://ru.wikipedia.org/wiki/Роберт_Мартель
1921-03-05;Q6182543;5979223;Джером Элден;American playwright and screenwriter for television and documentary films;https://ru.wikipedia.org/wiki/Джером_Элден
1921-03-05;Q10357382;11661885;Рафанельи, Рамон;Argentinian association football player (1921-2001);https://ru.wikipedia.org/wiki/Рафанельи,_Рамон
1921-03-05;Q12332239;13544693;Пол Свенссон;;https://ru.wikipedia.org/wiki/Пол_Свенссон
1921-03-05;Q30609026;32219706;Ямамото, Такэо;;https://ru.wikipedia.org/wiki/Ямамото,_Такэо
1921-03-05;Q4416801;4218489;Артём Фёдорович Сергеев;генерал-майор артиллерии, один из основателей зенитных ракетных войск СССР, участник Великой Отечественной войны;https://ru.wikipedia.org/wiki/Артём_Фёдорович_Сергеев
1921-03-05;Q15068691;16733513;Киселёв, Николай Давыдович;;https://ru.wikipedia.org/wiki/Киселёв,_Николай_Давыдович
1921-03-05;Q51668861;52583030;Михаил Павлович Берёзко;;https://ru.wikipedia.org/wiki/Михаил_Павлович_Берёзко
1921-03-05;Q21146776;23194026;Тарасенко, Александр Максимович;;https://ru.wikipedia.org/wiki/Тарасенко,_Александр_Максимович
1921-03-05;Q4469975;4267673;Уикс, Джон (архитектор);;https://ru.wikipedia.org/wiki/Уикс,_Джон_(архитектор)
1921-03-05;Q15071626;16736202;Титович, Владимир Васильевич;;https://ru.wikipedia.org/wiki/Титович,_Владимир_Васильевич
1921-03-05;Q4068382;3877083;Арабов, Маматкул Абдукадырович;Soviet film director (1921-1999);https://ru.wikipedia.org/wiki/Арабов,_Маматкул_Абдукадырович
1921-03-05;Q6860815;6714238;Милт Кеймен;American actor (1921-1977);https://ru.wikipedia.org/wiki/Милт_Кеймен
1921-03-05;Q12073493;13293439;Виктор Алексеевич Ефимов;;https://ru.wikipedia.org/wiki/Виктор_Алексеевич_Ефимов
1921-03-05;Q462008;435771;Беркли Беделл;American politician (1921-2019);https://ru.wikipedia.org/wiki/Беркли_Беделл
1921-03-05;Q2510944;2423661;Текеян, Вартан;;https://ru.wikipedia.org/wiki/Текеян,_Вартан
1921-03-05;Q4143153;3951286;Гонтарь, Константин Михайлович;;https://ru.wikipedia.org/wiki/Гонтарь,_Константин_Михайлович
1921-03-06;Q419464;396375;Яглом, Акива Моисеевич;Russian mathematician;https://ru.wikipedia.org/wiki/Яглом,_Акива_Моисеевич
1921-03-06;Q18276953;19806200;Руднев, Алексей Петрович;;https://ru.wikipedia.org/wiki/Руднев,_Алексей_Петрович
1921-03-06;Q4298132;4108377;Михей (Хархаров);;https://ru.wikipedia.org/wiki/Михей_(Хархаров)
1921-03-06;Q426150;402262;Рудель, Юлиус;American conductor and impresario;https://ru.wikipedia.org/wiki/Рудель,_Юлиус
1921-03-06;Q510729;480304;Харрис, Джули;дизайнер;https://ru.wikipedia.org/wiki/Харрис,_Джули
1921-03-06;Q1565305;1501444;Яглом, Исаак Моисеевич;Russian mathematician;https://ru.wikipedia.org/wiki/Яглом,_Исаак_Моисеевич
1921-03-06;Q7087949;6981934;Райт, Оливер;British diplomat (1922-2009);https://ru.wikipedia.org/wiki/Райт,_Оливер
1921-03-06;Q18279789;19809205;Чекмасов, Василий Степанович;;https://ru.wikipedia.org/wiki/Чекмасов,_Василий_Степанович
1921-03-06;Q5640746;5401822;Хэл Э. Честер;American film producer (1921-2012);https://ru.wikipedia.org/wiki/Хэл_Э._Честер
1921-03-06;Q17129032;18722510;Ивахаси, Тосио;Japanese baseball player;https://ru.wikipedia.org/wiki/Ивахаси,_Тосио
1921-03-06;Q183187;182235;Фахд ибн Абдул-Азиз Аль-Сауд;король Саудовской Аравии (1982-2005);https://ru.wikipedia.org/wiki/Фахд_ибн_Абдул-Азиз_Аль-Сауд
1921-03-06;Q24254976;26228694;Игорь Заруба;;https://ru.wikipedia.org/wiki/Игорь_Заруба
1921-03-06;Q119004;121389;Карини, Пьеро;Italian racing driver;https://ru.wikipedia.org/wiki/Карини,_Пьеро
1921-03-06;Q21857095;23893902;Минин, Григорий Васильевич;;https://ru.wikipedia.org/wiki/Минин,_Григорий_Васильевич
1921-03-07;Q20039500;21709837;Камидзё, Каору;;https://ru.wikipedia.org/wiki/Камидзё,_Каору
1921-03-07;Q11623205;12763632;Фудзивара, Синдзи;Japanese novelist;https://ru.wikipedia.org/wiki/Фудзивара,_Синдзи
1921-03-07;Q593709;558713;Савонюк, Андрей Андреевич;Belarussian war criminal;https://ru.wikipedia.org/wiki/Савонюк,_Андрей_Андреевич
1921-03-07;Q5354398;5120989;Элинор Саммерфилд;British actress;https://ru.wikipedia.org/wiki/Элинор_Саммерфилд
1921-03-07;Q15068842;16733651;Князев, Алексей Петрович (Герой Советского Союза);;https://ru.wikipedia.org/wiki/Князев,_Алексей_Петрович_(Герой_Советского_Союза)
1921-03-07;Q47453057;48497219;Владимир Васильевич Волков;Soviet decathlete;https://ru.wikipedia.org/wiki/Владимир_Васильевич_Волков
1921-03-07;Q4503409;4298289;Цветаев, Борис Николаевич;;https://ru.wikipedia.org/wiki/Цветаев,_Борис_Николаевич
1921-03-07;Q11520461;12660319;Мотохаси, Ясумаса;Japanese politician (1921-2015);https://ru.wikipedia.org/wiki/Мотохаси,_Ясумаса
1921-03-07;Q84719224;84018417;Огреб, Иван Павлович;;https://ru.wikipedia.org/wiki/Огреб,_Иван_Павлович
1921-03-07;Q4420819;4222196;Сиротинин, Николай Владимирович;старший сержант артиллерии, участник Великой Отечественной войны;https://ru.wikipedia.org/wiki/Сиротинин,_Николай_Владимирович
1921-03-07;Q4071436;3880033;Ассеев, Игорь Михайлович;Soviet composer (1921-1996);https://ru.wikipedia.org/wiki/Ассеев,_Игорь_Михайлович
1921-03-07;Q11521895;12661756;Сугияма, Тюхэи;;https://ru.wikipedia.org/wiki/Сугияма,_Тюхэи
1921-03-08;Q15075851;16739407;Нуртазина, Рафика Бекеновна;;https://ru.wikipedia.org/wiki/Нуртазина,_Рафика_Бекеновна
1921-03-08;Q28665205;30324818;Машина, Бронислава Николаевна;советский виноградарь;https://ru.wikipedia.org/wiki/Машина,_Бронислава_Николаевна
1921-03-08;Q4513715;4308083;Евдокия Онуфриевна Черниченко;Герой Социалистического Труда;https://ru.wikipedia.org/wiki/Евдокия_Онуфриевна_Черниченко
1921-03-08;Q15891634;17517733;Чаетинац, Миодраг;;https://ru.wikipedia.org/wiki/Чаетинац,_Миодраг
1921-03-08;Q13209052;14819442;Анвар Мадиевич Калиев;Герой Советского Союза;https://ru.wikipedia.org/wiki/Анвар_Мадиевич_Калиев
1921-03-08;Q28357809;30054945;Клюпа Явдоха Якивна;;https://ru.wikipedia.org/wiki/Клюпа_Явдоха_Якивна
1921-03-08;Q62558;65294;Сид Чарисс;Американская балерина и актриса театра и кино;https://ru.wikipedia.org/wiki/Сид_Чарисс
1921-03-08;Q681152;641692;Лухзингер, Фриц (альпинист);Swiss mountain climber (1921-1983);https://ru.wikipedia.org/wiki/Лухзингер,_Фриц_(альпинист)
1921-03-08;Q4151253;3959450;Губайдуллин, Миннигали Хабибуллович;Hero of the Soviet Union;https://ru.wikipedia.org/wiki/Губайдуллин,_Миннигали_Хабибуллович
1921-03-08;Q4237318;4046565;Кравцов, Николай Никитович;;https://ru.wikipedia.org/wiki/Кравцов,_Николай_Никитович
1921-03-08;Q16714106;18318727;Рачков, Иван Ильич;;https://ru.wikipedia.org/wiki/Рачков,_Иван_Ильич
1921-03-08;Q91814461;90994902;Наумова, Анна Степановна;;https://ru.wikipedia.org/wiki/Наумова,_Анна_Степановна
1921-03-08;Q1190057;1134565;Дени де Ла Пательер;Французский режиссёр и сценарист;https://ru.wikipedia.org/wiki/Дени_де_Ла_Пательер
1921-03-08;Q4061598;3870470;Алексеев, Александр Иванович;;https://ru.wikipedia.org/wiki/Алексеев,_Александр_Иванович
1921-03-08;Q4228356;4037796;Коломиец, Инна Антоновна;;https://ru.wikipedia.org/wiki/Коломиец,_Инна_Антоновна
1921-03-08;Q1250720;1191696;Йожеф Ромханий;венгерский сценарист и писатель;https://ru.wikipedia.org/wiki/Йожеф_Ромханий
1921-03-08;Q4168969;3976947;Дрыгин, Василий Михайлович;;https://ru.wikipedia.org/wiki/Дрыгин,_Василий_Михайлович
1921-03-09;Q1037071;986301;Карл Бетц;American stage, film and television actor (1921-1978);https://ru.wikipedia.org/wiki/Карл_Бетц
1921-03-09;Q1226025;1167390;Хорн, Димитрис;Greek actor;https://ru.wikipedia.org/wiki/Хорн,_Димитрис
1921-03-09;Q11518872;12658720;Кимура, Сёсукэ;;https://ru.wikipedia.org/wiki/Кимура,_Сёсукэ
1921-03-09;Q18818076;20359671;Фуруя, Такэо;baseball player (1921-2014);https://ru.wikipedia.org/wiki/Фуруя,_Такэо
1921-03-09;Q15066454;16731269;Ерошенко, Виктор Иванович;;https://ru.wikipedia.org/wiki/Ерошенко,_Виктор_Иванович
1921-03-09;Q15728853;17363163;Ротарь, Василий Яковлевич;;https://ru.wikipedia.org/wiki/Ротарь,_Василий_Яковлевич
1921-03-09;Q97188102;95628721;Альбаум, Лазарь Израилевич;;https://ru.wikipedia.org/wiki/Альбаум,_Лазарь_Израилевич
1921-03-09;Q717379;674580;Алексей Прокофьевич Берест;советский офицер, участник Великой Отечественной войны, Герой Украины;https://ru.wikipedia.org/wiki/Алексей_Прокофьевич_Берест
1921-03-09;Q5273096;5042570;Дик Клейнер;American newspaper columnist;https://ru.wikipedia.org/wiki/Дик_Клейнер
1921-03-09;Q5416370;5180539;Виткин, Эвелин;American geneticist;https://ru.wikipedia.org/wiki/Виткин,_Эвелин
1921-03-10;Q4280525;4091483;Маннанов, Ильдар Маннанович;Hero of the Soviet Union;https://ru.wikipedia.org/wiki/Маннанов,_Ильдар_Маннанович
1921-03-10;Q15088670;16751956;Рыжков, Иван Ермолаевич;;https://ru.wikipedia.org/wiki/Рыжков,_Иван_Ермолаевич
1921-03-10;Q26244001;28195410;Дубовой, Арон Михайлович;;https://ru.wikipedia.org/wiki/Дубовой,_Арон_Михайлович
1921-03-10;Q465582;439122;Сек Линдер;Canadian actor;https://ru.wikipedia.org/wiki/Сек_Линдер
1921-03-10;Q15078166;16741413;Мухаметзянов, Фаик Тимерзянович;;https://ru.wikipedia.org/wiki/Мухаметзянов,_Фаик_Тимерзянович
1921-03-10;Q3751007;3576093;Габриэль Джексон;американо-испанский испанист;https://ru.wikipedia.org/wiki/Габриэль_Джексон
1921-03-10;Q17426761;19023195;Кривошей, Надежда Михайловна;;https://ru.wikipedia.org/wiki/Кривошей,_Надежда_Михайловна
1921-03-10;Q29613545;31259272;Кумэ, Ясуо;;https://ru.wikipedia.org/wiki/Кумэ,_Ясуо
1921-03-10;Q4468221;4265999;У Мьин Маун;politician;https://ru.wikipedia.org/wiki/У_Мьин_Маун
1921-03-10;Q51669029;52583193;Лев Григорьевич Якименко;;https://ru.wikipedia.org/wiki/Лев_Григорьевич_Якименко
1921-03-10;Q4058097;3867042;Клычнияз Азалов;Soviet military personnel;https://ru.wikipedia.org/wiki/Клычнияз_Азалов
1921-03-10;Q39083038;40441563;Зазулин, Алексей Павлович;;https://ru.wikipedia.org/wiki/Зазулин,_Алексей_Павлович
1921-03-10;Q1968910;1897930;Дёмин, Владимир Тимофеевич;Russian footballer (1921-1966);https://ru.wikipedia.org/wiki/Дёмин,_Владимир_Тимофеевич
1921-03-10;Q16628953;18238372;Валеев, Ярулла Нусратуллович;Soviet writer (1921-1981);https://ru.wikipedia.org/wiki/Валеев,_Ярулла_Нусратуллович
1921-03-10;Q3706957;3532960;Дик Мёрфи;American basketball player;https://ru.wikipedia.org/wiki/Дик_Мёрфи
1921-03-11;Q172505;172604;Астор Пьяццолла;аргентинский музыкант и композитор;https://ru.wikipedia.org/wiki/Астор_Пьяццолла
1921-03-11;Q5603274;5364119;Ларс Карлссон;Swedish illustrator;https://ru.wikipedia.org/wiki/Ларс_Карлссон
1921-03-11;Q11591389;12731469;Фукуи, Тосио;;https://ru.wikipedia.org/wiki/Фукуи,_Тосио
1921-03-11;Q85861316;85132064;Кокорева, Ирина Александровна;;https://ru.wikipedia.org/wiki/Кокорева,_Ирина_Александровна
1921-03-11;Q1539505;1476198;Вайзе, Готтфрид;German criminal;https://ru.wikipedia.org/wiki/Вайзе,_Готтфрид
1921-03-11;Q4183291;3991694;Заворызгин, Борис Сергеевич;;https://ru.wikipedia.org/wiki/Заворызгин,_Борис_Сергеевич
1921-03-11;Q12148701;13365784;Романчук, Павел Родионович;Soviet physicist;https://ru.wikipedia.org/wiki/Романчук,_Павел_Родионович
1921-03-11;Q14559709;16231459;Элизабет Максвелл;Anglo-French historical researcher;https://ru.wikipedia.org/wiki/Элизабет_Максвелл
1921-03-11;Q1443394;1381641;Харари, Фрэнк;American mathematician;https://ru.wikipedia.org/wiki/Харари,_Фрэнк
1921-03-11;Q6252487;6055375;Джон Пенн;British architect;https://ru.wikipedia.org/wiki/Джон_Пенн
1921-03-11;Q61935234;61765860;Бергер, Зепп;немецкий велогонщик;https://ru.wikipedia.org/wiki/Бергер,_Зепп
1921-03-11;Q5888187;5657358;Оке Юханссон;Swedish sprinter;https://ru.wikipedia.org/wiki/Оке_Юханссон
1921-03-11;Q51154972;52076265;Дивов, Игорь Николаевич;Soviet Russian actor;https://ru.wikipedia.org/wiki/Дивов,_Игорь_Николаевич
1921-03-11;Q7407560;7317493;Сэм Холл;American soap opera writer;https://ru.wikipedia.org/wiki/Сэм_Холл
1921-03-11;Q445172;420000;Леопольд Райхлинг;люксембургский ботаник и энтомолог;https://ru.wikipedia.org/wiki/Леопольд_Райхлинг
1921-03-12;Q348271;333045;Фэган, Джо;English footballer and manager (1921-2001);https://ru.wikipedia.org/wiki/Фэган,_Джо
1921-03-12;Q356351;339999;Джанни Аньелли;Italian businessman; grandson of FIAT's founder (1921-2003);https://ru.wikipedia.org/wiki/Джанни_Аньелли
1921-03-12;Q819990;772846;Дайлиде, Альгимантас;Lithuanian police official;https://ru.wikipedia.org/wiki/Дайлиде,_Альгимантас
1921-03-12;Q1153004;1099385;Макрей, Гордон;American actor, singer (1921-1986);https://ru.wikipedia.org/wiki/Макрей,_Гордон
1921-03-12;Q4064128;3872939;Алексей Степанович Амелин;советский офицер;https://ru.wikipedia.org/wiki/Алексей_Степанович_Амелин
1921-03-12;Q18543608;20078591;Кронштофик, Станислав Петрович;;https://ru.wikipedia.org/wiki/Кронштофик,_Станислав_Петрович
1921-03-12;Q108675723;103903887;Майсаков, Владимир Андреевич;;https://ru.wikipedia.org/wiki/Майсаков,_Владимир_Андреевич
1921-03-12;Q1317228;1257094;Майвандваль, Мухаммед Хашим;Afghan politician (1921-1973);https://ru.wikipedia.org/wiki/Майвандваль,_Мухаммед_Хашим
1921-03-12;Q16017391;17634819;Норман Фостер;Australian politician;https://ru.wikipedia.org/wiki/Норман_Фостер
1921-03-12;Q4216420;4025980;Карышковский, Пётр Осипович;historian;https://ru.wikipedia.org/wiki/Карышковский,_Пётр_Осипович
1921-03-12;Q4079373;3887795;Батиевский, Алексей Михайлович;;https://ru.wikipedia.org/wiki/Батиевский,_Алексей_Михайлович
1921-03-12;Q1239307;1180499;Дон МакКафферти;American football player and coach (1921-1974);https://ru.wikipedia.org/wiki/Дон_МакКафферти
1921-03-12;Q4452234;4250983;Тарханов, Иван Ефимович;;https://ru.wikipedia.org/wiki/Тарханов,_Иван_Ефимович
1921-03-12;Q16715047;18319642;Ризняк, Роман;;https://ru.wikipedia.org/wiki/Ризняк,_Роман
1921-03-12;Q65156262;64796450;Петухов, Григорий Фёдорович;;https://ru.wikipedia.org/wiki/Петухов,_Григорий_Фёдорович
1921-03-13;Q213690;209119;Серени, Гитта;Austrian publicist and writer;https://ru.wikipedia.org/wiki/Серени,_Гитта
1921-03-13;Q6212096;6011554;Джо Росси;American baseball player;https://ru.wikipedia.org/wiki/Джо_Росси
1921-03-13;Q10418251;11720413;Арни Андерссон;former Swedish football player (1921-2003);https://ru.wikipedia.org/wiki/Арни_Андерссон
1921-03-13;Q4381421;4185117;Проспери, Карло;Italian composer;https://ru.wikipedia.org/wiki/Проспери,_Карло
1921-03-13;Q17160587;18753554;Такахаси, Масао;;https://ru.wikipedia.org/wiki/Такахаси,_Масао
1921-03-13;Q18234410;19763363;Ното, Киёси;Japanese novelist;https://ru.wikipedia.org/wiki/Ното,_Киёси
1921-03-13;Q5177073;4948025;Виктория Луиза Сольмс-Барутская;German princess;https://ru.wikipedia.org/wiki/Виктория_Луиза_Сольмс-Барутская
1921-03-13;Q2696195;2594946;Адриансенс, Рене;бельгийский велогонщик;https://ru.wikipedia.org/wiki/Адриансенс,_Рене
1921-03-13;Q3434738;3272187;Роберт Каррер;French rugby union player;https://ru.wikipedia.org/wiki/Роберт_Каррер
1921-03-13;Q15068430;16733258;Касаткин, Игорь Львович;Советский кинооператор неигрового кино;https://ru.wikipedia.org/wiki/Касаткин,_Игорь_Львович
1921-03-13;Q18400558;19934712;Сидельников, Василий Михайлович;Russian soldier awarded the title of Hero of the Soviet Union;https://ru.wikipedia.org/wiki/Сидельников,_Василий_Михайлович
1921-03-14;Q3436183;3273548;Робер Роллис;French actor;https://ru.wikipedia.org/wiki/Робер_Роллис
1921-03-14;Q99951366;97813891;Клещенко, Анатолий Дмитриевич;Клещенко Анатолий Дмитриевич;https://ru.wikipedia.org/wiki/Клещенко,_Анатолий_Дмитриевич
1921-03-14;Q3309662;3156038;Мишель Франчини;французский актёр и артист цирка;https://ru.wikipedia.org/wiki/Мишель_Франчини
1921-03-14;Q4909702;4690477;Билл Кеннеди;American baseball player;https://ru.wikipedia.org/wiki/Билл_Кеннеди
1921-03-14;Q11354814;12492677;Михори, Иэёси;Japanese photographer;https://ru.wikipedia.org/wiki/Михори,_Иэёси
1921-03-14;Q105847571;101202602;Люсия Германовна Аав;;https://ru.wikipedia.org/wiki/Люсия_Германовна_Аав
1921-03-14;Q4446023;4245170;Сумовская, Антонина Ефимовна;;https://ru.wikipedia.org/wiki/Сумовская,_Антонина_Ефимовна
1921-03-14;Q4898303;4679451;Бетси Кинг Росс;American actress;https://ru.wikipedia.org/wiki/Бетси_Кинг_Росс
1921-03-14;Q11546423;12686363;Мусасино, Дзиро;;https://ru.wikipedia.org/wiki/Мусасино,_Дзиро
1921-03-14;Q12122514;13342519;Мелехин, Алексей Дмитриевич;;https://ru.wikipedia.org/wiki/Мелехин,_Алексей_Дмитриевич
1921-03-14;Q19844023;21445482;Лис Хартель;Danish equestrian;https://ru.wikipedia.org/wiki/Лис_Хартель
1921-03-14;Q106992451;102249627;Витыня, Тамара;Latvian ballet dancer and choreographer;https://ru.wikipedia.org/wiki/Витыня,_Тамара
1921-03-14;Q4197051;4006244;Ивашко, Григорий Лазаревич;Soviet soldier;https://ru.wikipedia.org/wiki/Ивашко,_Григорий_Лазаревич
1921-03-14;Q11994420;13202100;Отто Кох;Norwegian politician;https://ru.wikipedia.org/wiki/Отто_Кох
1921-03-15;Q2334509;2255295;Джозеф В. Сарно;American film director;https://ru.wikipedia.org/wiki/Джозеф_В._Сарно
1921-03-15;Q12349542;13565821;Иштван Сабо;;https://ru.wikipedia.org/wiki/Иштван_Сабо
1921-03-15;Q15070408;16735077;Красилов, Алексей Павлович;;https://ru.wikipedia.org/wiki/Красилов,_Алексей_Павлович
1921-03-15;Q15437313;17081764;Дэвид Кобб;British artist;https://ru.wikipedia.org/wiki/Дэвид_Кобб
1921-03-15;Q2157973;2083354;Роберт Лэнг;Austrian general;https://ru.wikipedia.org/wiki/Роберт_Лэнг
1921-03-15;Q4151758;3959956;Василий Гуков;подпольщик Великой Отечественной войны, участник антифашистской организации «Молодая Гвардия».;https://ru.wikipedia.org/wiki/Василий_Гуков
1921-03-15;Q6406408;6220913;Фукусима, Кикудзиро;Japanese photographer;https://ru.wikipedia.org/wiki/Фукусима,_Кикудзиро
1921-03-15;Q4157389;3965494;Дементьев, Алексей Алексеевич;;https://ru.wikipedia.org/wiki/Дементьев,_Алексей_Алексеевич
1921-03-15;Q20039199;21709533;Окамото, Мицуо;Japanese baseball player;https://ru.wikipedia.org/wiki/Окамото,_Мицуо
1921-03-15;Q15065370;16730189;Глебов, Иван Александрович;;https://ru.wikipedia.org/wiki/Глебов,_Иван_Александрович
1921-03-15;Q93086;95312;Леманн, Николаус Иоахим;German computer scientist;https://ru.wikipedia.org/wiki/Леманн,_Николаус_Иоахим
1921-03-15;Q13206041;14815757;Сафин, Накип Сафиевич;;https://ru.wikipedia.org/wiki/Сафин,_Накип_Сафиевич
1921-03-15;Q4289418;4100019;Мелешко, Василий Иванович;;https://ru.wikipedia.org/wiki/Мелешко,_Василий_Иванович
